Author,Community,Degree
https://openalex.org/A5058660740,15,5
https://openalex.org/A5081754547,78,4
https://openalex.org/A5008690481,157,2
https://openalex.org/A5078430868,157,6
https://openalex.org/A5073984304,15,4
https://openalex.org/A5029373163,78,4
https://openalex.org/A5023248712,15,6
https://openalex.org/A5087675832,24,2
https://openalex.org/A5000725697,4,6
https://openalex.org/A5053153065,61,4
https://openalex.org/A5029234313,78,4
https://openalex.org/A5050012027,78,11
https://openalex.org/A5075009867,78,10
https://openalex.org/A5013777963,24,6
https://openalex.org/A5006166354,85,10
https://openalex.org/A5042711470,85,9
https://openalex.org/A5034229341,78,15
https://openalex.org/A5060322416,78,8
https://openalex.org/A5006792341,78,8
https://openalex.org/A5051024661,55,2
https://openalex.org/A5006316724,30,8
https://openalex.org/A5026413073,78,12
https://openalex.org/A5054026844,109,7
https://openalex.org/A5031463808,78,11
https://openalex.org/A5064518469,15,1
https://openalex.org/A5001571390,78,10
https://openalex.org/A5049750015,85,9
https://openalex.org/A5080658884,109,12
https://openalex.org/A5080519824,10,2
https://openalex.org/A5051512158,85,15
https://openalex.org/A5024982238,85,3
https://openalex.org/A5061285089,85,6
https://openalex.org/A5009084451,85,5
https://openalex.org/A5053803963,85,6
https://openalex.org/A5089165168,78,5
https://openalex.org/A5012472912,4,8
https://openalex.org/A5045276765,109,7
https://openalex.org/A5060331832,85,5
https://openalex.org/A5077502412,10,10
https://openalex.org/A5076632922,103,5
https://openalex.org/A5030510320,85,6
https://openalex.org/A5065112838,78,8
https://openalex.org/A5024827797,10,2
https://openalex.org/A5087956045,78,5
https://openalex.org/A5055843138,109,7
https://openalex.org/A5027854071,109,7
https://openalex.org/A5000768485,103,3
https://openalex.org/A5021857281,103,4
https://openalex.org/A5051065845,85,11
https://openalex.org/A5012114441,4,11
https://openalex.org/A5038682039,85,7
https://openalex.org/A5077074625,24,5
https://openalex.org/A5078654187,24,6
https://openalex.org/A5042097701,4,5
https://openalex.org/A5021889091,78,6
https://openalex.org/A5077738482,85,5
https://openalex.org/A5074511490,61,2
https://openalex.org/A5078057692,85,1
https://openalex.org/A5064495970,85,7
https://openalex.org/A5083660084,85,5
https://openalex.org/A5013821166,61,4
https://openalex.org/A5065523443,78,5
https://openalex.org/A5024076569,24,3
https://openalex.org/A5003010845,103,2
https://openalex.org/A5021269277,24,3
https://openalex.org/A5058583715,109,4
https://openalex.org/A5047226190,103,1
https://openalex.org/A5049732922,85,14
https://openalex.org/A5069702331,31,10
https://openalex.org/A5065251213,85,9
https://openalex.org/A5058734404,78,6
https://openalex.org/A5064061862,78,10
https://openalex.org/A5051803761,85,10
https://openalex.org/A5069359768,15,1
https://openalex.org/A5039279212,109,2
https://openalex.org/A5023595778,78,10
https://openalex.org/A5046224555,30,4
https://openalex.org/A5080491347,127,7
https://openalex.org/A5048293972,78,5
https://openalex.org/A5034770439,85,9
https://openalex.org/A5041388199,157,4
https://openalex.org/A5013410771,109,3
https://openalex.org/A5040765142,109,3
https://openalex.org/A5066288302,109,3
https://openalex.org/A5040699981,85,11
https://openalex.org/A5015926039,85,4
https://openalex.org/A5073506203,78,4
https://openalex.org/A5049920808,103,4
https://openalex.org/A5022991429,61,6
https://openalex.org/A5051927490,78,4
https://openalex.org/A5060826510,15,1
https://openalex.org/A5018308531,61,4
https://openalex.org/A5022718146,10,9
https://openalex.org/A5012569039,85,2
https://openalex.org/A5046929743,78,4
https://openalex.org/A5075849177,85,3
https://openalex.org/A5010488057,18,5
https://openalex.org/A5072432173,18,6
https://openalex.org/A5080895628,85,4
https://openalex.org/A5071736649,85,5
https://openalex.org/A5055210991,61,6
https://openalex.org/A5032422678,61,6
https://openalex.org/A5042920997,158,3
https://openalex.org/A5083285982,61,4
https://openalex.org/A5016644391,85,2
https://openalex.org/A5045167008,41,8
https://openalex.org/A5058286546,103,2
https://openalex.org/A5001464661,85,4
https://openalex.org/A5004500914,103,3
https://openalex.org/A5035349918,2,7
https://openalex.org/A5088333030,2,4
https://openalex.org/A5034547835,15,1
https://openalex.org/A5009948660,61,6
https://openalex.org/A5042600106,14,2
https://openalex.org/A5017892262,61,5
https://openalex.org/A5070776447,61,5
https://openalex.org/A5054005844,1,13
https://openalex.org/A5040546953,2,6
https://openalex.org/A5006685038,16,10
https://openalex.org/A5047151336,14,14
https://openalex.org/A5028396638,2,6
https://openalex.org/A5033376109,14,15
https://openalex.org/A5065819354,2,5
https://openalex.org/A5049701126,14,13
https://openalex.org/A5031928873,17,7
https://openalex.org/A5036635872,16,5
https://openalex.org/A5036983906,17,2
https://openalex.org/A5057129019,2,7
https://openalex.org/A5033843421,17,4
https://openalex.org/A5033757985,2,4
https://openalex.org/A5025090907,2,6
https://openalex.org/A5059662321,16,8
https://openalex.org/A5073517440,15,3
https://openalex.org/A5084831071,15,2
https://openalex.org/A5081398601,14,21
https://openalex.org/A5059090959,14,13
https://openalex.org/A5052327236,14,10
https://openalex.org/A5023495279,16,14
https://openalex.org/A5068053792,1,11
https://openalex.org/A5057375933,2,2
https://openalex.org/A5073264941,14,9
https://openalex.org/A5019566278,1,8
https://openalex.org/A5015892174,2,5
https://openalex.org/A5072203134,14,10
https://openalex.org/A5038942750,1,8
https://openalex.org/A5037897252,14,2
https://openalex.org/A5016983099,1,7
https://openalex.org/A5080796123,14,7
https://openalex.org/A5087315606,2,10
https://openalex.org/A5012415015,16,4
https://openalex.org/A5041706974,1,13
https://openalex.org/A5074760783,14,10
https://openalex.org/A5050342343,16,12
https://openalex.org/A5068445197,16,11
https://openalex.org/A5058355281,1,10
https://openalex.org/A5022017487,16,14
https://openalex.org/A5041623858,16,10
https://openalex.org/A5089053375,12,17
https://openalex.org/A5074532835,16,7
https://openalex.org/A5012455357,18,7
https://openalex.org/A5019368074,14,4
https://openalex.org/A5070809831,12,9
https://openalex.org/A5091262727,12,9
https://openalex.org/A5033935340,18,6
https://openalex.org/A5086877005,14,5
https://openalex.org/A5016384103,12,7
https://openalex.org/A5051144377,12,10
https://openalex.org/A5085124413,1,3
https://openalex.org/A5085608858,18,10
https://openalex.org/A5050274024,1,2
https://openalex.org/A5016724158,18,4
https://openalex.org/A5000597416,16,8
https://openalex.org/A5025154104,0,13
https://openalex.org/A5038985029,12,5
https://openalex.org/A5079461535,0,8
https://openalex.org/A5059546193,12,14
https://openalex.org/A5053579952,12,18
https://openalex.org/A5001962000,0,4
https://openalex.org/A5087981881,12,9
https://openalex.org/A5037148800,14,3
https://openalex.org/A5075908518,41,1
https://openalex.org/A5070503646,2,7
https://openalex.org/A5003678652,2,5
https://openalex.org/A5044386667,12,4
https://openalex.org/A5044618645,17,13
https://openalex.org/A5075903928,78,7
https://openalex.org/A5081390403,78,8
https://openalex.org/A5017619946,1,9
https://openalex.org/A5057970781,14,7
https://openalex.org/A5060358082,1,4
https://openalex.org/A5032229704,14,8
https://openalex.org/A5077677513,85,9
https://openalex.org/A5061180241,85,8
https://openalex.org/A5009199818,1,17
https://openalex.org/A5002658393,18,4
https://openalex.org/A5007458424,16,7
https://openalex.org/A5018818772,85,8
https://openalex.org/A5034439071,14,2
https://openalex.org/A5048259583,12,7
https://openalex.org/A5011914372,35,6
https://openalex.org/A5023749345,17,4
https://openalex.org/A5052180722,1,7
https://openalex.org/A5070246030,12,4
https://openalex.org/A5052920145,41,1
https://openalex.org/A5043094101,14,2
https://openalex.org/A5053217291,14,9
https://openalex.org/A5076052920,14,4
https://openalex.org/A5040734843,14,7
https://openalex.org/A5055488579,1,6
https://openalex.org/A5063914249,1,6
https://openalex.org/A5085405845,16,3
https://openalex.org/A5054417133,41,3
https://openalex.org/A5018694855,1,7
https://openalex.org/A5061101380,12,3
https://openalex.org/A5083771365,40,6
https://openalex.org/A5043896474,18,9
https://openalex.org/A5086169451,30,5
https://openalex.org/A5049743950,44,5
https://openalex.org/A5031483568,14,7
https://openalex.org/A5025914671,1,8
https://openalex.org/A5014941374,100,13
https://openalex.org/A5084077819,40,5
https://openalex.org/A5032302239,17,5
https://openalex.org/A5025716630,17,5
https://openalex.org/A5086383533,1,6
https://openalex.org/A5029400518,78,7
https://openalex.org/A5002071945,159,1
https://openalex.org/A5083980544,78,10
https://openalex.org/A5051324110,1,4
https://openalex.org/A5072204863,1,7
https://openalex.org/A5091264779,12,13
https://openalex.org/A5080953464,12,2
https://openalex.org/A5019999408,62,5
https://openalex.org/A5091278698,12,5
https://openalex.org/A5036498741,27,5
https://openalex.org/A5030714864,40,5
https://openalex.org/A5035410751,18,6
https://openalex.org/A5007117877,16,3
https://openalex.org/A5065366930,14,16
https://openalex.org/A5064854962,27,5
https://openalex.org/A5001709830,14,3
https://openalex.org/A5075414122,56,4
https://openalex.org/A5071294124,18,6
https://openalex.org/A5059100221,78,7
https://openalex.org/A5079756254,18,6
https://openalex.org/A5088654499,17,10
https://openalex.org/A5020906202,1,3
https://openalex.org/A5082846524,16,5
https://openalex.org/A5085335815,14,7
https://openalex.org/A5066619036,14,8
https://openalex.org/A5007380709,1,2
https://openalex.org/A5007668910,14,7
https://openalex.org/A5068713594,1,8
https://openalex.org/A5023627859,1,6
https://openalex.org/A5005745527,1,5
https://openalex.org/A5005129420,16,6
https://openalex.org/A5077285288,1,5
https://openalex.org/A5046661343,37,8
https://openalex.org/A5069988231,14,15
https://openalex.org/A5061806647,41,1
https://openalex.org/A5040314072,0,3
https://openalex.org/A5054907278,1,7
https://openalex.org/A5026872836,37,8
https://openalex.org/A5001694519,14,6
https://openalex.org/A5000760201,16,3
https://openalex.org/A5013662984,78,4
https://openalex.org/A5054927619,1,6
https://openalex.org/A5022511717,1,5
https://openalex.org/A5011247674,78,4
https://openalex.org/A5031504099,27,4
https://openalex.org/A5078602721,85,3
https://openalex.org/A5047543039,41,5
https://openalex.org/A5025362889,41,5
https://openalex.org/A5063848163,14,6
https://openalex.org/A5001881526,41,4
https://openalex.org/A5076380356,12,3
https://openalex.org/A5011861620,85,6
https://openalex.org/A5091393576,85,6
https://openalex.org/A5031476990,27,2
https://openalex.org/A5024795464,14,4
https://openalex.org/A5026590794,1,4
https://openalex.org/A5016092896,27,3
https://openalex.org/A5038356922,18,3
https://openalex.org/A5068213022,12,3
https://openalex.org/A5028736766,12,4
https://openalex.org/A5052014576,66,6
https://openalex.org/A5037340076,12,8
https://openalex.org/A5069284632,2,6
https://openalex.org/A5022449356,57,13
https://openalex.org/A5037947055,78,5
https://openalex.org/A5059213806,14,6
https://openalex.org/A5027084430,14,7
https://openalex.org/A5016558583,78,6
https://openalex.org/A5076621655,2,8
https://openalex.org/A5020920178,14,3
https://openalex.org/A5022036370,85,7
https://openalex.org/A5017970439,85,2
https://openalex.org/A5035483651,12,8
https://openalex.org/A5082853911,14,14
https://openalex.org/A5009626481,27,3
https://openalex.org/A5051095866,1,25
https://openalex.org/A5042631896,1,8
https://openalex.org/A5019988509,12,3
https://openalex.org/A5035696874,18,5
https://openalex.org/A5016236970,12,4
https://openalex.org/A5079545359,14,7
https://openalex.org/A5021464233,14,6
https://openalex.org/A5035673711,0,2
https://openalex.org/A5034415805,100,4
https://openalex.org/A5068990956,100,3
https://openalex.org/A5046458406,100,3
https://openalex.org/A5015479064,2,6
https://openalex.org/A5017977139,27,4
https://openalex.org/A5025563000,27,3
https://openalex.org/A5025218700,1,10
https://openalex.org/A5059925632,14,2
https://openalex.org/A5038717845,12,4
https://openalex.org/A5049450034,78,4
https://openalex.org/A5082942593,12,9
https://openalex.org/A5043236337,78,4
https://openalex.org/A5067865780,78,9
https://openalex.org/A5070511738,14,12
https://openalex.org/A5053802537,78,3
https://openalex.org/A5031574868,14,6
https://openalex.org/A5074423713,78,4
https://openalex.org/A5030481039,78,7
https://openalex.org/A5069147685,78,9
https://openalex.org/A5038637525,2,3
https://openalex.org/A5036504803,12,6
https://openalex.org/A5032808299,78,10
https://openalex.org/A5003281874,78,9
https://openalex.org/A5044943654,1,7
https://openalex.org/A5081995440,1,6
https://openalex.org/A5087101952,78,3
https://openalex.org/A5016697113,14,2
https://openalex.org/A5052158209,41,3
https://openalex.org/A5037596712,10,3
https://openalex.org/A5053576027,1,2
https://openalex.org/A5024600694,12,6
https://openalex.org/A5090399192,1,4
https://openalex.org/A5003136334,14,5
https://openalex.org/A5089085275,14,3
https://openalex.org/A5053761444,2,4
https://openalex.org/A5050028246,18,2
https://openalex.org/A5013320165,14,9
https://openalex.org/A5035174613,14,8
https://openalex.org/A5029450306,14,4
https://openalex.org/A5019659358,17,6
https://openalex.org/A5040027309,2,6
https://openalex.org/A5089586333,12,5
https://openalex.org/A5062857202,12,7
https://openalex.org/A5022153244,12,7
https://openalex.org/A5051925857,2,2
https://openalex.org/A5050953006,85,2
https://openalex.org/A5022597629,14,5
https://openalex.org/A5046175729,12,6
https://openalex.org/A5030275494,12,7
https://openalex.org/A5069784416,41,7
https://openalex.org/A5088539070,100,21
https://openalex.org/A5052681010,100,7
https://openalex.org/A5015539582,41,2
https://openalex.org/A5015642017,10,8
https://openalex.org/A5082947695,1,4
https://openalex.org/A5063507594,10,3
https://openalex.org/A5051444987,100,8
https://openalex.org/A5083369457,33,8
https://openalex.org/A5001339474,2,1
https://openalex.org/A5036577787,33,6
https://openalex.org/A5011304041,33,7
https://openalex.org/A5012269989,14,3
https://openalex.org/A5088636267,33,7
https://openalex.org/A5019533456,41,1
https://openalex.org/A5088766936,78,9
https://openalex.org/A5060188217,14,6
https://openalex.org/A5089550785,78,8
https://openalex.org/A5009287739,78,12
https://openalex.org/A5004794322,78,12
https://openalex.org/A5027937806,96,10
https://openalex.org/A5058698947,78,8
https://openalex.org/A5017878990,16,5
https://openalex.org/A5086564330,16,5
https://openalex.org/A5021554912,16,5
https://openalex.org/A5091031461,18,1
https://openalex.org/A5040834180,27,3
https://openalex.org/A5020334802,41,3
https://openalex.org/A5059022705,41,3
https://openalex.org/A5068938534,29,8
https://openalex.org/A5064745700,78,11
https://openalex.org/A5038826362,39,5
https://openalex.org/A5015932536,29,4
https://openalex.org/A5020846270,17,17
https://openalex.org/A5023888391,29,11
https://openalex.org/A5070109368,2,8
https://openalex.org/A5045110184,29,14
https://openalex.org/A5055271621,18,8
https://openalex.org/A5088595266,41,1
https://openalex.org/A5007835111,29,7
https://openalex.org/A5004815035,39,6
https://openalex.org/A5066880338,29,10
https://openalex.org/A5006672000,2,5
https://openalex.org/A5048491430,29,9
https://openalex.org/A5015414792,29,9
https://openalex.org/A5072324119,29,9
https://openalex.org/A5090110679,29,3
https://openalex.org/A5030206762,12,9
https://openalex.org/A5085927300,78,13
https://openalex.org/A5071451025,29,8
https://openalex.org/A5036599928,4,8
https://openalex.org/A5053083261,39,3
https://openalex.org/A5014515364,4,7
https://openalex.org/A5004638913,39,3
https://openalex.org/A5071609243,29,4
https://openalex.org/A5038054956,4,4
https://openalex.org/A5079703084,94,11
https://openalex.org/A5006951548,29,2
https://openalex.org/A5040184587,4,4
https://openalex.org/A5088676137,4,3
https://openalex.org/A5014662433,4,3
https://openalex.org/A5024076910,12,8
https://openalex.org/A5020502354,12,7
https://openalex.org/A5067727660,18,3
https://openalex.org/A5074212725,29,3
https://openalex.org/A5038078162,39,14
https://openalex.org/A5027571680,12,10
https://openalex.org/A5031739800,4,4
https://openalex.org/A5031080644,4,4
https://openalex.org/A5008049737,12,13
https://openalex.org/A5000656520,29,5
https://openalex.org/A5039533451,12,4
https://openalex.org/A5067027289,4,3
https://openalex.org/A5038610735,39,6
https://openalex.org/A5015534160,78,6
https://openalex.org/A5044038122,4,1
https://openalex.org/A5001335642,17,2
https://openalex.org/A5001374098,94,2
https://openalex.org/A5050039922,29,7
https://openalex.org/A5080235124,39,11
https://openalex.org/A5002628620,12,6
https://openalex.org/A5009887999,32,4
https://openalex.org/A5034690621,12,6
https://openalex.org/A5034434932,94,13
https://openalex.org/A5028981937,29,5
https://openalex.org/A5022810880,41,6
https://openalex.org/A5017106847,32,4
https://openalex.org/A5074298006,56,5
https://openalex.org/A5013780395,2,4
https://openalex.org/A5049304554,56,6
https://openalex.org/A5065594776,12,7
https://openalex.org/A5042645332,94,14
https://openalex.org/A5081207814,94,5
https://openalex.org/A5074815589,47,4
https://openalex.org/A5067610507,12,7
https://openalex.org/A5028407723,78,6
https://openalex.org/A5033236044,16,10
https://openalex.org/A5080369483,39,5
https://openalex.org/A5063575243,94,10
https://openalex.org/A5068470372,94,9
https://openalex.org/A5015478065,12,5
https://openalex.org/A5028245257,94,11
https://openalex.org/A5062744888,94,6
https://openalex.org/A5073535763,94,10
https://openalex.org/A5036831318,39,9
https://openalex.org/A5089691662,4,12
https://openalex.org/A5025684575,94,7
https://openalex.org/A5042833305,94,6
https://openalex.org/A5084930117,32,6
https://openalex.org/A5055805371,32,8
https://openalex.org/A5033308848,94,5
https://openalex.org/A5075677619,4,6
https://openalex.org/A5051954808,29,8
https://openalex.org/A5044758681,94,10
https://openalex.org/A5062562637,4,2
https://openalex.org/A5071209066,94,4
https://openalex.org/A5084220598,4,5
https://openalex.org/A5067912167,4,2
https://openalex.org/A5060103038,29,5
https://openalex.org/A5080738591,78,9
https://openalex.org/A5067467896,96,3
https://openalex.org/A5065056581,39,1
https://openalex.org/A5055204836,78,4
https://openalex.org/A5071698655,39,4
https://openalex.org/A5045281235,29,6
https://openalex.org/A5076324337,39,3
https://openalex.org/A5011413564,39,3
https://openalex.org/A5009184834,78,5
https://openalex.org/A5040712147,36,6
https://openalex.org/A5024407452,39,1
https://openalex.org/A5058408085,29,7
https://openalex.org/A5078138496,12,2
https://openalex.org/A5057838181,94,4
https://openalex.org/A5044348796,94,5
https://openalex.org/A5049119318,4,8
https://openalex.org/A5007105197,94,5
https://openalex.org/A5066508991,96,3
https://openalex.org/A5018066168,94,4
https://openalex.org/A5039063597,4,8
https://openalex.org/A5019840180,78,2
https://openalex.org/A5061132796,94,6
https://openalex.org/A5063677027,29,5
https://openalex.org/A5007738986,94,7
https://openalex.org/A5061577383,29,5
https://openalex.org/A5060125208,94,3
https://openalex.org/A5089042849,12,3
https://openalex.org/A5052391202,4,8
https://openalex.org/A5061864853,29,3
https://openalex.org/A5091010251,94,5
https://openalex.org/A5032241029,56,6
https://openalex.org/A5047421458,39,4
https://openalex.org/A5063161038,39,5
https://openalex.org/A5074632640,17,4
https://openalex.org/A5057201291,56,6
https://openalex.org/A5050042134,73,2
https://openalex.org/A5084679416,4,8
https://openalex.org/A5002591360,29,4
https://openalex.org/A5064955560,56,8
https://openalex.org/A5018405340,94,3
https://openalex.org/A5085644393,39,3
https://openalex.org/A5063976924,4,8
https://openalex.org/A5037931423,56,7
https://openalex.org/A5020556428,4,7
https://openalex.org/A5087034463,39,2
https://openalex.org/A5019598751,45,6
https://openalex.org/A5029718403,4,6
https://openalex.org/A5086237842,56,5
https://openalex.org/A5003377833,12,10
https://openalex.org/A5078032049,94,5
https://openalex.org/A5053748062,56,3
https://openalex.org/A5035407958,13,2
https://openalex.org/A5020156955,29,4
https://openalex.org/A5038634262,94,5
https://openalex.org/A5005355207,78,4
https://openalex.org/A5019622072,78,5
https://openalex.org/A5066984300,29,2
https://openalex.org/A5053729438,39,2
https://openalex.org/A5073323305,56,6
https://openalex.org/A5050492907,56,3
https://openalex.org/A5036057602,13,2
https://openalex.org/A5065905572,4,5
https://openalex.org/A5058972647,39,1
https://openalex.org/A5026580453,4,5
https://openalex.org/A5010152619,94,6
https://openalex.org/A5060009020,4,7
https://openalex.org/A5001630552,94,6
https://openalex.org/A5014389194,4,9
https://openalex.org/A5053264719,78,4
https://openalex.org/A5073565809,31,7
https://openalex.org/A5011572373,29,7
https://openalex.org/A5005420880,18,19
https://openalex.org/A5013619227,4,6
https://openalex.org/A5051802245,94,3
https://openalex.org/A5045480150,94,2
https://openalex.org/A5081285827,39,2
https://openalex.org/A5081570117,4,5
https://openalex.org/A5027797273,29,1
https://openalex.org/A5037900030,12,3
https://openalex.org/A5074679618,2,3
https://openalex.org/A5071455316,29,3
https://openalex.org/A5029696367,94,3
https://openalex.org/A5040810296,56,5
https://openalex.org/A5043316780,56,3
https://openalex.org/A5022329872,56,4
https://openalex.org/A5046563460,56,3
https://openalex.org/A5016919511,94,2
https://openalex.org/A5063356488,4,6
https://openalex.org/A5024717444,56,3
https://openalex.org/A5012152155,56,5
https://openalex.org/A5046405655,10,5
https://openalex.org/A5072652415,12,3
https://openalex.org/A5027417114,29,4
https://openalex.org/A5006903734,94,4
https://openalex.org/A5080772058,56,4
https://openalex.org/A5065924402,56,3
https://openalex.org/A5091757455,78,6
https://openalex.org/A5052292368,94,5
https://openalex.org/A5076302130,56,2
https://openalex.org/A5010649096,40,14
https://openalex.org/A5066135816,2,7
https://openalex.org/A5060508167,31,3
https://openalex.org/A5085687581,71,4
https://openalex.org/A5078502041,71,3
https://openalex.org/A5060100126,62,4
https://openalex.org/A5070931010,40,4
https://openalex.org/A5074676799,40,9
https://openalex.org/A5073121264,31,3
https://openalex.org/A5090591934,40,6
https://openalex.org/A5034610780,40,4
https://openalex.org/A5020197287,40,9
https://openalex.org/A5014056058,40,8
https://openalex.org/A5057106551,39,2
https://openalex.org/A5074178806,71,3
https://openalex.org/A5014229099,71,2
https://openalex.org/A5074661038,31,8
https://openalex.org/A5091547591,31,7
https://openalex.org/A5002021282,71,2
https://openalex.org/A5016081479,8,5
https://openalex.org/A5061873259,71,1
https://openalex.org/A5016464967,39,2
https://openalex.org/A5079421791,8,3
https://openalex.org/A5047017123,71,1
https://openalex.org/A5043481330,71,1
https://openalex.org/A5076790432,62,1
https://openalex.org/A5048382270,62,1
https://openalex.org/A5029743073,71,3
https://openalex.org/A5089617075,71,1
https://openalex.org/A5046542764,39,6
https://openalex.org/A5013625097,31,5
https://openalex.org/A5026869288,71,2
https://openalex.org/A5055538674,39,4
https://openalex.org/A5081961039,71,1
https://openalex.org/A5047579757,71,3
https://openalex.org/A5090574577,71,2
https://openalex.org/A5083013197,2,4
https://openalex.org/A5029025854,35,1
https://openalex.org/A5002710722,31,5
https://openalex.org/A5003528361,39,2
https://openalex.org/A5040844400,17,9
https://openalex.org/A5023905564,18,4
https://openalex.org/A5063359447,10,3
https://openalex.org/A5068357097,71,2
https://openalex.org/A5023393448,71,1
https://openalex.org/A5064508642,31,5
https://openalex.org/A5035336721,31,1
https://openalex.org/A5074144409,2,6
https://openalex.org/A5046957279,31,5
https://openalex.org/A5026172279,2,2
https://openalex.org/A5033639139,18,44
https://openalex.org/A5018493743,0,4
https://openalex.org/A5032463780,62,13
https://openalex.org/A5063405831,62,8
https://openalex.org/A5081333735,62,10
https://openalex.org/A5048877432,16,97
https://openalex.org/A5003031572,16,10
https://openalex.org/A5013072270,72,10
https://openalex.org/A5048132210,25,9
https://openalex.org/A5049918895,25,5
https://openalex.org/A5054519023,25,6
https://openalex.org/A5045969229,18,7
https://openalex.org/A5069932474,18,7
https://openalex.org/A5061686151,18,3
https://openalex.org/A5059840085,10,28
https://openalex.org/A5054906154,16,12
https://openalex.org/A5048232579,16,10
https://openalex.org/A5081008532,33,79
https://openalex.org/A5081236916,16,31
https://openalex.org/A5076108750,72,2
https://openalex.org/A5002417952,37,15
https://openalex.org/A5028792261,37,20
https://openalex.org/A5073545350,37,12
https://openalex.org/A5003132689,37,10
https://openalex.org/A5048153913,37,36
https://openalex.org/A5059607114,37,9
https://openalex.org/A5082732256,16,6
https://openalex.org/A5044130443,39,55
https://openalex.org/A5071422618,39,75
https://openalex.org/A5074129504,39,34
https://openalex.org/A5023075601,0,3
https://openalex.org/A5075956753,16,47
https://openalex.org/A5083043810,2,2
https://openalex.org/A5058033787,40,9
https://openalex.org/A5079596102,17,42
https://openalex.org/A5019723817,72,3
https://openalex.org/A5073372813,72,3
https://openalex.org/A5081866454,16,3
https://openalex.org/A5089242677,16,3
https://openalex.org/A5066493067,45,13
https://openalex.org/A5023753116,0,10
https://openalex.org/A5004892784,10,9
https://openalex.org/A5028327260,10,12
https://openalex.org/A5028901479,10,6
https://openalex.org/A5070069894,10,11
https://openalex.org/A5017040952,16,7
https://openalex.org/A5027019842,16,5
https://openalex.org/A5059223686,30,28
https://openalex.org/A5029837480,62,4
https://openalex.org/A5065845420,62,18
https://openalex.org/A5085423155,0,2
https://openalex.org/A5023735760,16,5
https://openalex.org/A5039448366,16,28
https://openalex.org/A5008077931,2,2
https://openalex.org/A5030333660,37,8
https://openalex.org/A5024965983,16,6
https://openalex.org/A5020782361,33,5
https://openalex.org/A5023058682,33,5
https://openalex.org/A5023667387,33,5
https://openalex.org/A5085430564,16,10
https://openalex.org/A5052947203,37,8
https://openalex.org/A5053602348,37,8
https://openalex.org/A5080267104,8,13
https://openalex.org/A5045705124,10,5
https://openalex.org/A5076653924,10,5
https://openalex.org/A5046597133,16,34
https://openalex.org/A5059939086,42,7
https://openalex.org/A5061970875,42,29
https://openalex.org/A5082548349,42,7
https://openalex.org/A5091329933,42,7
https://openalex.org/A5035107313,40,12
https://openalex.org/A5035455593,40,24
https://openalex.org/A5070850590,40,14
https://openalex.org/A5009212094,2,2
https://openalex.org/A5036046552,16,6
https://openalex.org/A5051667815,62,2
https://openalex.org/A5014511140,10,8
https://openalex.org/A5019994365,10,8
https://openalex.org/A5082961171,10,8
https://openalex.org/A5056886170,44,5
https://openalex.org/A5061725223,40,20
https://openalex.org/A5002592195,0,4
https://openalex.org/A5061137675,1,2
https://openalex.org/A5072966038,1,2
https://openalex.org/A5001826570,16,9
https://openalex.org/A5023653132,16,5
https://openalex.org/A5026316580,10,4
https://openalex.org/A5026686084,16,3
https://openalex.org/A5062769472,0,7
https://openalex.org/A5063297679,0,5
https://openalex.org/A5000640231,16,14
https://openalex.org/A5039092283,16,8
https://openalex.org/A5081479937,16,15
https://openalex.org/A5084477147,16,8
https://openalex.org/A5085176949,16,9
https://openalex.org/A5076887081,8,1
https://openalex.org/A5000868394,16,14
https://openalex.org/A5026662607,16,27
https://openalex.org/A5037101148,16,11
https://openalex.org/A5023363049,35,35
https://openalex.org/A5054052605,74,2
https://openalex.org/A5080442510,74,2
https://openalex.org/A5058797533,24,13
https://openalex.org/A5077513889,24,3
https://openalex.org/A5020819058,42,18
https://openalex.org/A5049482441,42,4
https://openalex.org/A5079574630,16,7
https://openalex.org/A5035203700,0,7
https://openalex.org/A5072847592,42,7
https://openalex.org/A5074010739,42,7
https://openalex.org/A5089964743,42,7
https://openalex.org/A5026766354,32,13
https://openalex.org/A5034057987,33,9
https://openalex.org/A5061606325,16,4
https://openalex.org/A5020744129,30,30
https://openalex.org/A5069579180,30,14
https://openalex.org/A5021998552,8,1
https://openalex.org/A5004124230,42,5
https://openalex.org/A5045421676,42,5
https://openalex.org/A5060102282,42,5
https://openalex.org/A5021747883,31,8
https://openalex.org/A5057226228,16,5
https://openalex.org/A5078032253,16,1
https://openalex.org/A5026695952,33,6
https://openalex.org/A5029605074,1,3
https://openalex.org/A5012215428,8,2
https://openalex.org/A5057594342,8,2
https://openalex.org/A5015817855,10,5
https://openalex.org/A5060699528,10,5
https://openalex.org/A5023518001,72,3
https://openalex.org/A5071203172,8,1
https://openalex.org/A5080258632,16,2
https://openalex.org/A5014275083,2,2
https://openalex.org/A5020602545,75,3
https://openalex.org/A5084860941,75,5
https://openalex.org/A5082358191,17,61
https://openalex.org/A5023706408,10,3
https://openalex.org/A5024569490,62,8
https://openalex.org/A5081434476,62,3
https://openalex.org/A5051006703,16,11
https://openalex.org/A5047868635,16,4
https://openalex.org/A5037856158,10,2
https://openalex.org/A5015324466,8,2
https://openalex.org/A5009350877,2,3
https://openalex.org/A5057412354,2,4
https://openalex.org/A5000566142,76,9
https://openalex.org/A5018786756,76,6
https://openalex.org/A5027885884,76,6
https://openalex.org/A5048424912,76,6
https://openalex.org/A5070154226,76,6
https://openalex.org/A5077406490,76,6
https://openalex.org/A5005529505,2,1
